prev_id,cur_id,label
1c347ff04e65adf7923a9e3927ab667a,083fe622b0600fb6f67084dde4753809,same_artist_fela
1c347ff04e65adf7923a9e3927ab667a,bf7c6b0c26427ade2eb16454c66315f1,cross_artist
bf7c6b0c26427ade2eb16454c66315f1,b08abdacc5368fa07123c2eb2b602249,same_artist_dave
