sonic_weight,runs,edge_hybrid_p10,edge_hybrid_min,edge_genre_min,edge_transition_min,tracks_below_genre_threshold,below_floor_count
0.55,144,0.6513666666666666,0.574975,0.6145499999999999,0.9732916666666667,0.0,0.0
0.65,144,0.6263666666666666,0.5439,0.5836583333333334,0.9725999999999999,0.0,0.0
0.75,144,0.5702916666666666,0.47214999999999996,0.56935,0.9741833333333333,0.0,0.0
