audit_path,below_floor_count,candidate_pool_after_dedupe,candidate_pool_size,composite_score,genre_cache_hit_rate,genre_cache_missing,genre_tie_break_band,label,mean_transition,min_transition,mode,overlap_jaccard,progress_arc_autoscale_enabled,progress_arc_autoscale_per_step_scale,progress_arc_enabled,progress_arc_huber_delta,progress_arc_loss,progress_arc_max_jump,progress_arc_max_step,progress_arc_max_step_mode,progress_arc_missing,progress_arc_p50,progress_arc_p90,progress_arc_tolerance,progress_arc_weight,run_index,runtime_s,soft_genre_penalty_edges_scored,soft_genre_penalty_hits
docs\diagnostics\baseline_check\run_audits\ds_dynamic_20260106T163749Z_70ede509.md,0,7237,1200,,,True,,baseline,0.9748472704127307,0.9447188433768876,dynamic,1.0,,,False,,,,,,True,,,,,0,1.66,42193,163
