run_id,timestamp,mode,pipeline,seed_track_id,seed_artist,seed_title,playlist_length,random_seed,sonic_weight,genre_weight,genre_method,min_genre_similarity,genre_gate_mode,transition_floor,transition_gamma,hard_floor,center_transitions,alpha,beta,gamma,alpha_schedule,similarity_floor,max_pool_size,max_artist_fraction,min_gap,sonic_variant,edge_hybrid_mean,edge_hybrid_median,edge_hybrid_p10,edge_hybrid_min,edge_sonic_mean,edge_sonic_median,edge_sonic_p10,edge_sonic_min,edge_genre_mean,edge_genre_median,edge_genre_p10,edge_genre_min,edge_transition_mean,edge_transition_median,edge_transition_p10,edge_transition_min,tracks_below_genre_threshold,edges_with_very_low_genre,seed_sim_mean,seed_sim_min,unique_artists,max_artist_percentage,adjacency_violations,min_gap_violations,cap_violations,below_floor_count,below_similarity_floor,genre_gate_rejected,artist_cap_rejected,adjacency_rejected,min_gap_rejected,transition_floor_rejected,total_candidates_considered
20251215_231021_dynamic_89f67bd1,20251215_231021,dynamic,ds,89f67bd19c13c2c481bd583206ce44d9,aaliyah,Rock The Boat,30,0,0.75,0.25,weighted_jaccard,0.2,hard,0.3,1.0,True,False,0.55,0.45,0.04,arc,0.3,1200,0.125,6,raw,0.882315184220547,0.8910581270362475,0.8203793710421959,0.74831372124145,0.9992067002356163,0.999433435216574,0.9986677886689862,0.9951663550187707,0.8718287677600466,0.8570541143417358,0.8301994442939759,0.8070821166038513,0.9989594271956307,0.9992760431784198,0.9977435013455058,0.9963568768190529,0,0,0.8862380114131955,0.74831372124145,18,0.13333333333333333,0,0,0,0,31029,0,2403,0,0,0,34099
