run_id,timestamp,mode,pipeline,seed_track_id,seed_artist,seed_title,playlist_length,random_seed,sonic_weight,genre_weight,genre_method,min_genre_similarity,genre_gate_mode,transition_floor,transition_gamma,hard_floor,center_transitions,alpha,beta,gamma,alpha_schedule,similarity_floor,max_pool_size,max_artist_fraction,min_gap,sonic_variant,edge_hybrid_mean,edge_hybrid_median,edge_hybrid_p10,edge_hybrid_min,edge_sonic_mean,edge_sonic_median,edge_sonic_p10,edge_sonic_min,edge_genre_mean,edge_genre_median,edge_genre_p10,edge_genre_min,edge_transition_mean,edge_transition_median,edge_transition_p10,edge_transition_min,tracks_below_genre_threshold,edges_with_very_low_genre,seed_sim_mean,seed_sim_min,unique_artists,max_artist_percentage,adjacency_violations,min_gap_violations,cap_violations,below_floor_count,below_similarity_floor,genre_gate_rejected,artist_cap_rejected,adjacency_rejected,min_gap_rejected,transition_floor_rejected,total_candidates_considered
20251216_001914_dynamic_5bbb5c1c,20251216_001914,dynamic,ds,5bbb5c1c2481bca6cfefde01466129e2,bill evans,Midnight Mood,30,0,0.75,0.25,weighted_jaccard,0.25,hard,0.3,1.0,True,False,0.55,0.45,0.04,arc,0.3,1200,0.125,6,raw,0.9275872698733414,0.9359373416101843,0.8663505050348407,0.8252388251694236,0.9933163244479888,0.9948189886332428,0.9862868139372278,0.9635360677211524,0.8790908825808558,0.903878927230835,0.7879625916481018,0.740630030632019,0.9947307771160089,0.9970051311569682,0.9881620343672922,0.9681926679623947,0,0,0.9300010275442302,0.8252388251694236,23,0.13333333333333333,0,0,0,0,31134,0,1913,0,0,0,34099
