position,prev_track_id,next_track_id,prev_artist,next_artist,sonic_sim,genre_sim,hybrid_sim,transition_sim,transition_raw,transition_centered,below_floor,same_artist
0,89f67bd19c13c2c481bd583206ce44d9,8395381824acef4e251c53f42fc7f66f,aaliyah,mariah carey,0.9998677339876878,0.9319581389427185,0.9383071942679759,0.999827583989331,0.999827583989331,0.999827583989331,False,False
1,8395381824acef4e251c53f42fc7f66f,c22a6414588b517418c298f6da73b827,mariah carey,marvin gaye,0.9997730035136551,0.8570541143417358,0.9134315103216885,0.9997495164433391,0.9997495164433391,0.9997495164433391,False,False
2,c22a6414588b517418c298f6da73b827,c1ce2ed218e630dc081387291003d14e,marvin gaye,d angelo,0.9990421067026541,0.8282824158668518,0.8789726702810955,0.999652426692842,0.999652426692842,0.999652426692842,False,False
3,c1ce2ed218e630dc081387291003d14e,05d23d4bc23e7eb756a1db9eba8d60f9,d angelo,stevie wonder,0.9990994656586807,0.8664935827255249,0.8519711847139386,0.9989597673033991,0.9989597673033991,0.9989597673033991,False,False
4,05d23d4bc23e7eb756a1db9eba8d60f9,e542768b5c50f20da3a9ee817689cb2d,stevie wonder,frank ocean,0.9978882976982231,0.8877556324005127,0.8096496673814644,0.9996016456161825,0.9996016456161825,0.9996016456161825,False,False
5,e542768b5c50f20da3a9ee817689cb2d,921f02634bb5f680fc4c2e8d0d361663,frank ocean,kashif,0.9991935467307064,0.8800089359283447,0.8467416354114269,0.998793605332843,0.998793605332843,0.998793605332843,False,False
6,921f02634bb5f680fc4c2e8d0d361663,99c91598434025b5cd6da96d14512e96,kashif,aaliyah,0.9993159181513371,0.8562239408493042,0.8548994925280845,0.9995651685469689,0.9995651685469689,0.9995651685469689,False,False
7,99c91598434025b5cd6da96d14512e96,0e9354403e7890f52d38929a72808acc,aaliyah,the temptations,0.9998542014697513,0.8796457648277283,0.8762888542490929,0.9986504810431988,0.9986504810431988,0.9986504810431988,False,False
8,0e9354403e7890f52d38929a72808acc,ee57195d8ae78f0b413420e6e8352e74,the temptations,michael jackson,0.9999208748285551,0.8373820781707764,0.7798840053003336,0.9999489166252578,0.9999489166252578,0.9999489166252578,False,False
9,ee57195d8ae78f0b413420e6e8352e74,e895ad743b31fe49aff848e1cf845a64,michael jackson,solange,0.9995141698193939,0.8564208745956421,0.8698084632938503,0.9987596683030214,0.9987596683030214,0.9987596683030214,False,False
10,e895ad743b31fe49aff848e1cf845a64,e5242fd6cdb31a9862cac9681e7c5f84,solange,jackson 5,0.9995808855778361,0.848380446434021,0.7404506724422878,0.9994101705715321,0.9994101705715321,0.9994101705715321,False,False
11,e5242fd6cdb31a9862cac9681e7c5f84,212a04c0acdde52f45e1ed37429c4890,jackson 5,sade,0.9975276327859631,0.8523685336112976,0.8243164232783935,0.9988414512269088,0.9988414512269088,0.9988414512269088,False,False
12,212a04c0acdde52f45e1ed37429c4890,c6f631940f87a71014f9a57b72a7b9c7,sade,patrice rushen,0.9998290385991213,0.846236526966095,0.8185504320525608,0.9998412274550051,0.9998412274550051,0.9998412274550051,False,False
13,c6f631940f87a71014f9a57b72a7b9c7,8ef565d669074a36c4fb2d4e28ac81d5,patrice rushen,aaliyah,0.9973472655889382,0.8435672521591187,0.8508356761136325,0.9924219059683033,0.9924219059683033,0.9924219059683033,False,False
14,8ef565d669074a36c4fb2d4e28ac81d5,018fffa19c331528846691fd7e6d1d20,aaliyah,durand jones the indications,0.9996895282520224,0.9204487800598145,0.8758028483416217,0.9991502581240742,0.9991502581240742,0.9991502581240742,False,False
15,018fffa19c331528846691fd7e6d1d20,a3f02d846c1ef4f131c3e2e819a2b5be,durand jones the indications,the supremes,0.9998123133619891,0.8537159562110901,0.86532651897706,0.9998297303923503,0.9998297303923503,0.9998297303923503,False,False
16,a3f02d846c1ef4f131c3e2e819a2b5be,64846653bd0168e8ce6fd1a28f7b2a2f,the supremes,tops,0.9992668444313514,0.9401018023490906,0.8912913647273809,0.9997218117559258,0.9997218117559258,0.9997218117559258,False,False
17,64846653bd0168e8ce6fd1a28f7b2a2f,29244db79bb4c6ab2a0abe37890e47d9,tops,erykah badu,0.9994377093794772,0.7572707533836365,0.697709267403,0.9993425728874328,0.9993425728874328,0.9993425728874328,False,False
18,29244db79bb4c6ab2a0abe37890e47d9,7a3c8d3c67ab0cede0cd3503b14f6aa7,erykah badu,mariah carey,0.9986843343533159,0.8085026741027832,0.8318211913076905,0.9961367784275248,0.9961367784275248,0.9961367784275248,False,False
19,7a3c8d3c67ab0cede0cd3503b14f6aa7,67345d7f7c945c0187b96a549ccfda7b,mariah carey,yaya bey,0.9996430744581607,0.9104270935058594,0.7983538838197102,0.999312826394687,0.999312826394687,0.999312826394687,False,False
20,67345d7f7c945c0187b96a549ccfda7b,7c29bb95f959037d5b3155f722cfc5a0,yaya bey,aaliyah,0.999727703811798,0.9348355531692505,0.8227220715333046,0.9997623239803335,0.9997623239803335,0.9997623239803335,False,False
21,7c29bb95f959037d5b3155f722cfc5a0,c371f1f81551610ac54a9a3261ccbb15,aaliyah,marvin gaye,0.9997689296138955,0.8396387100219727,0.9422982365316376,0.9991911784676193,0.9991911784676193,0.9991911784676193,False,False
22,c371f1f81551610ac54a9a3261ccbb15,1598d19bb3b770f3782533feb15c37d4,marvin gaye,curtis mayfield,0.9995296142487774,0.8806630969047546,0.920139882910441,0.9998596181559817,0.9998596181559817,0.9998596181559817,False,False
23,1598d19bb3b770f3782533feb15c37d4,1dd561b015a67dfcb85a9a17f961c776,curtis mayfield,sza,0.9992432472324729,0.7536693215370178,0.675556366915046,0.99593593532978,0.99593593532978,0.99593593532978,False,False
24,1dd561b015a67dfcb85a9a17f961c776,eda4186a9674ef8eccfca63fd385a2ad,sza,stevie wonder,0.9991163064085463,0.8245086073875427,0.7207448564207632,0.9959382387299056,0.9959382387299056,0.9959382387299056,False,False
25,eda4186a9674ef8eccfca63fd385a2ad,53a10931264d6e7c57d3d9d6dc1a85ae,stevie wonder,mariah carey,0.9989848875507804,0.8902860283851624,0.8784962686747426,0.9996742206035754,0.9996742206035754,0.9996742206035754,False,False
26,53a10931264d6e7c57d3d9d6dc1a85ae,a1b10b7f8156c84d4e8e5d07fe7f0ea6,mariah carey,lizzo,0.9997990861746844,0.8879954814910889,0.8207658509647374,0.998762835349289,0.998762835349289,0.998762835349289,False,False
27,a1b10b7f8156c84d4e8e5d07fe7f0ea6,1fff7f30261af72345b9922b6e8bd9e8,lizzo,d angelo,0.9950001740591778,0.8264462351799011,0.8209684553766634,0.9957639818883831,0.9957639818883831,0.9957639818883831,False,False
28,1fff7f30261af72345b9922b6e8bd9e8,95d0d38e5737e279d5fc151225725898,d angelo,marvin gaye,0.9965926003797224,0.8282824158668518,0.8692746347444023,0.9970691673095622,0.9970691673095622,0.9970691673095622,False,False
