position,prev_track_id,next_track_id,prev_artist,next_artist,sonic_sim,genre_sim,hybrid_sim,transition_sim,transition_raw,transition_centered,below_floor,same_artist
0,4afa1f98bfd3bc9c108f131584cd0532,d1e697d895cbfc75145efcda20b4fca1,jay reatard,lost boy,0.9996889075081519,0.8745206594467163,0.8151013185256881,0.9997593130545346,0.9997593130545346,0.9997593130545346,False,False
1,d1e697d895cbfc75145efcda20b4fca1,44d3a4ef1bef274353392f9c75a255a6,lost boy,forth wanderers,0.9999112669834148,0.8777340054512024,0.6838010694099227,0.9997279561898632,0.9997279561898632,0.9997279561898632,False,False
2,44d3a4ef1bef274353392f9c75a255a6,e661e5de0f1025f7f183aacf5d198ceb,forth wanderers,the lost sounds,0.9997638709539903,0.8116011619567871,0.6220553035239451,0.9987769774972507,0.9987769774972507,0.9987769774972507,False,False
3,e661e5de0f1025f7f183aacf5d198ceb,18f34d8c9a98bc0b5534daa19e8c64a1,the lost sounds,bos angeles,0.9994544388017605,0.7997124791145325,0.6217735755951243,0.9993508775486889,0.9993508775486889,0.9993508775486889,False,False
4,18f34d8c9a98bc0b5534daa19e8c64a1,e5432588e4ee464fff390289fcb36a62,bos angeles,satanic togas,0.9997107049379473,0.7668921947479248,0.6149869582530464,0.9997236365506932,0.9997236365506932,0.9997236365506932,False,False
5,e5432588e4ee464fff390289fcb36a62,8fd572661e9725c263b31163e407efce,satanic togas,tyvek,0.999275368805022,0.518921434879303,0.7093717065874188,0.9994395177366607,0.9994395177366607,0.9994395177366607,False,False
6,8fd572661e9725c263b31163e407efce,54facc1363517a42d532915e6759532c,tyvek,jay reatard,0.9995484071730205,0.5099061131477356,0.7195609315407392,0.9992649753421715,0.9992649753421715,0.9992649753421715,False,False
7,54facc1363517a42d532915e6759532c,abbc1ac9f832b7b03625209a1be5ef7c,jay reatard,replacements the,0.998513182372587,0.8504875898361206,0.7670324950958477,0.9985600421965389,0.9985600421965389,0.9985600421965389,False,False
8,abbc1ac9f832b7b03625209a1be5ef7c,69223c9809741f858998a0e1acefdf91,replacements the,built to spill,0.9997892369423932,0.7271491289138794,0.6824705183611796,0.9996668036925028,0.9996668036925028,0.9996668036925028,False,False
9,69223c9809741f858998a0e1acefdf91,3e4e7c5f3b36202acb012152809c083d,built to spill,ovlov,0.9984181138463585,0.9458448886871338,0.6872213889701968,0.9987655917139419,0.9987655917139419,0.9987655917139419,False,False
10,3e4e7c5f3b36202acb012152809c083d,04c0e66f83c422c1a113cf72765d66c9,ovlov,rozwell kid,0.9990313568142729,0.8769491910934448,0.7688951960484999,0.9992098220262812,0.9992098220262812,0.9992098220262812,False,False
11,04c0e66f83c422c1a113cf72765d66c9,94a1add90ac045aa1865a7cce8bd7d51,rozwell kid,angry angles,0.9996500718678755,0.6302001476287842,0.6112185611422353,0.9988697679492154,0.9988697679492154,0.9988697679492154,False,False
12,94a1add90ac045aa1865a7cce8bd7d51,1983bd9e6598f3924f170ca406dfd88a,angry angles,reatards,0.9998172022897859,0.9330547451972961,0.8646598139716773,0.9995938111735041,0.9995938111735041,0.9995938111735041,False,False
13,1983bd9e6598f3924f170ca406dfd88a,2530716155d02aeb334957346f484c1a,reatards,jay reatard,0.9996502690772069,0.8926171064376831,0.7893946504906219,0.9996364011559631,0.9996364011559631,0.9996364011559631,False,False
14,2530716155d02aeb334957346f484c1a,2219bac3aadb04b531b1ff378dbe706c,jay reatard,corridor,0.9992898153069857,0.7687169909477234,0.7306032652399197,0.9996933646969078,0.9996933646969078,0.9996933646969078,False,False
15,2219bac3aadb04b531b1ff378dbe706c,360147554aaec56dd2a632ddd52e6d61,corridor,lost sounds,0.9988986573136611,0.7862441539764404,0.5791569679954819,0.9993359365353732,0.9993359365353732,0.9993359365353732,False,False
16,360147554aaec56dd2a632ddd52e6d61,1f41772a2463511cae8a662aec63259a,lost sounds,the beets,0.9996665523018611,0.7268567681312561,0.6285247178174153,0.9996620120460084,0.9996620120460084,0.9996620120460084,False,False
17,1f41772a2463511cae8a662aec63259a,ecde6ae6c3a0dff86d1aa10ee5e093cd,the beets,good flying birds,0.999578707339704,0.8750502467155457,0.5940380333991165,0.9997379887824612,0.9997379887824612,0.9997379887824612,False,False
18,ecde6ae6c3a0dff86d1aa10ee5e093cd,dabd5c5cce4e45dc9a570edf6a63bc5b,good flying birds,teen suicide,0.9997411693150643,0.7481623291969299,0.6426415538353331,0.9990652782709536,0.9990652782709536,0.9990652782709536,False,False
19,dabd5c5cce4e45dc9a570edf6a63bc5b,725b7d868087ff5329df785f6f61d6de,teen suicide,interpol,0.9999365096451182,0.7874201536178589,0.6074183061504042,0.9990883862611425,0.9990883862611425,0.9990883862611425,False,False
20,725b7d868087ff5329df785f6f61d6de,5c8fd5023962e718e1dc05eab2cdc6ec,interpol,jay reatard,0.9998742157351483,0.8457459807395935,0.7661128002114274,0.9997835921709499,0.9997835921709499,0.9997835921709499,False,False
21,5c8fd5023962e718e1dc05eab2cdc6ec,7eb822e1c84cab9252383ac32dfdb932,jay reatard,minor threat,0.9995663897925093,0.3322242200374603,0.7948453806806729,0.9999461001096047,0.9999461001096047,0.9999461001096047,False,False
22,7eb822e1c84cab9252383ac32dfdb932,b29f5b1f302f29ca9658534dc51ef3e1,minor threat,pavement,0.9994502105999162,0.28339940309524536,0.745276033918765,0.999119992429646,0.999119992429646,0.999119992429646,False,False
23,b29f5b1f302f29ca9658534dc51ef3e1,a82e3146925246f8ed086f8e89d8df64,pavement,tv ghost,0.9998765606055611,0.7587226033210754,0.7837957120032715,0.9999484523764315,0.9999484523764315,0.9999484523764315,False,False
24,a82e3146925246f8ed086f8e89d8df64,78440a13cc8af2ca36f060815dd72f2c,tv ghost,cap n jazz,0.9996382615348637,0.6271990537643433,0.6201189194661018,0.9995285056216329,0.9995285056216329,0.9995285056216329,False,False
25,78440a13cc8af2ca36f060815dd72f2c,cadf4de2fbb8414c0285e88ff770cdbc,cap n jazz,dead kennedys,0.9999701831626804,0.5092436075210571,0.6576734131125103,0.9998841877011388,0.9998841877011388,0.9998841877011388,False,False
26,cadf4de2fbb8414c0285e88ff770cdbc,cf3f960e2966c5e234c71fc0280145f7,dead kennedys,balkans,0.9994662172796352,0.8097001314163208,0.71371496771028,0.9992923899936461,0.9992923899936461,0.9992923899936461,False,False
27,cf3f960e2966c5e234c71fc0280145f7,15aae41dd2cb974b564ec7234986f633,balkans,sam evian,0.9996733061793946,0.7257848978042603,0.569923521914848,0.9995180094239604,0.9995180094239604,0.9995180094239604,False,False
28,15aae41dd2cb974b564ec7234986f633,0ae9e76135d259c2b018471aa48427eb,sam evian,blue smiley,0.9998890868977139,0.8944666981697083,0.6213451031696067,0.9998135669391331,0.9998135669391331,0.9998135669391331,False,False
