position,track_id,artist_key,artist_name,title,duration_ms,seed_sim,genres
0,62691d38ceb5d153cbc21ed11e77c054,aphex twin,Aphex Twin,#4,,1.0,
1,9fe49bce6f89ab26d724665b10d3d4cb,afx,AFX,Klopjob,,0.9360095317409176,
2,5eac8bcea62e242c5d0e62c531fc82cb,autechre,Autechre,Kalpol Introl,,0.9140662491724442,
3,c547efe04478e4dffa80e7ae88e96f84,polygon window,Polygon Window,Untitled,,0.8259660114469244,
4,3454037aefe00f38dfa93953a4f38027,bird s eye batang,새눈바탕 Bird's Eye Batang,돌고 돌 Spin & Stone,,0.8406718107967064,
5,f847bb87b57dab3ff934aec2eece1e1e,the tuss,The Tuss,"[S770/SCI 3000,powertran]   beautiful Japanese people",,0.7873591243434216,
6,f2cc22a86403c7e260bebc2f5f136a69,squarepusher,Squarepusher,Kronmec,,0.7802062551916287,
7,dc262afc58748822d5e015bb25b045a3,aphex twin,Aphex Twin,#4,,0.7812251940668173,
8,35a8912660262971a455ee2a677fe136,afx,AFX,AFX Acid 04,,0.9343187416518858,
9,3489695b9d08c27dfcd57a9cf938047d,autechre,Autechre,esle 0,,0.8704278977515443,
10,40b710abb644966a5b3b883b6fb9b887,tim hecker,Tim Hecker,"Analog Paralysis, 1978",,0.6300071226950706,
11,616bb5cc632e11f7f44ab5d7effe800e,bird s eye batang,새눈바탕 Bird's Eye Batang,수 Are Your Wings Swept?,,0.8768257888792976,
12,a3ce138e5981a62b745f43b4761d42c0,bogdan raczynski,Bogdan Raczynski,Riot,,0.8631038139497337,
13,342e2f2a0bc511af70833b09f288aa1f,squarepusher,Squarepusher,Detroit People Mover,,0.7399402128273481,
14,0547ae05e3d52659522287989d418305,aphex twin,Aphex Twin,#18,,0.7574558157954849,
15,c36a8bbcfa60421644b3a7049a42d40c,afx,AFX,Pitcard,,0.9298060019221717,
16,ff8689ae9939862bdbfa27dd736bd1bd,polygon window,Polygon Window,Audax Powder,,0.9056429247026098,
17,f07ac180dda6b547934294dedb93bb79,autechre,Autechre,Cfern,,0.7913009891888455,
18,a37541265283f78d7a3c88984f0ffc9c,bird s eye batang,새눈바탕 Bird's Eye Batang,혓것 Tongue Tracers,,0.9296620916038889,
19,9697341ad957c102f7d76f6788f45815,the tuss,The Tuss,last rushup 10 M,,0.8052574292603146,
20,96619da6ae325f2c0ef8696be5c6db4a,arovane,Arovane,Neel,,0.6357587301038321,
21,fb5def295f70f40e7374473d8f649ea0,aphex twin,Aphex Twin,#18,,0.716681681147006,
22,9a52a69924583f99cd8cce86fd1c047b,afx,AFX,Wabby Acid,,0.9242597717073042,
23,0c6c9c1e814a213f25c5065c6dc5cef0,polygon window,Polygon Window,Quixote,,0.920769556517395,
24,2b0668b6389dbe1778f51835842bb374,autechre,Autechre,l3 ctrl,,0.8031744825578038,
25,7f450200d2046e25fa595381dc474534,bird s eye batang,새눈바탕 Bird's Eye Batang,빙의빙 Ripplippling,,0.9235957412087338,
26,b7ca3fe5a37c0136303e070667f3e47e,the tuss,The Tuss,shiz ko E M,,0.8156067807492225,
27,daa099f1d86381694484b7042395b1a9,orbital,Orbital,P.E.T.R.O.L.,,0.8419139050657084,
28,faf7dec10518ca344cc02f263f0ca847,squarepusher,Squarepusher,Enbounce,,0.679961257046155,
29,6d1faddaa93ee370e408357bc6af2069,bogdan raczynski,Bogdan Raczynski,Thinking Of You Thinking Of Me,,0.9460048801282369,
