position,track_id,artist_key,artist_name,title,duration_ms,seed_sim,genres
0,5bef2a9716303c824836e47dcdff8150,bill evans,Bill Evans,Midnight Mood (Alternative Take),,1.0,
1,8aef94b97a51495b8b90774e2001f7d2,mccoy tyner,McCoy Tyner,'Round Midnight,,0.93912088497825,
2,04ba9019711970c391d6477d9bb16e55,wayne shorter,Wayne Shorter,Genesis,,0.92514418931669,
3,51550ad1c9bf16afd742ab55aa4e71b9,miles davis,Miles Davis,My Ship (Mono Version),,0.8998685732440941,
4,5bea726aa6c113238893b0a2b8b50f64,shelly manne,Shelly Manne,Star Eyes,,0.8787518456832383,
5,edac3747e1359bc2bbf3f6c499d4a841,ahmad jamal,Ahmad Jamal,I'll Never Stop Loving You,,0.849293155370385,
6,d13bfbc91ad7d496b983db089b12602a,john coltrane,John Coltrane,I Want To Talk About You,,0.8844935752290704,
7,26065d256bc97baaf01a0d9e2925da2b,bill evans,Bill Evans,Midnight Mood - alternative take,,0.8944507283784732,
8,1853566610a287df9c0e5b4c94d927cf,bill evans trio,Bill Evans Trio,Some Day My Prince Will Come,,0.8871627321020858,
9,105248f464d3abeb164d0d7bdf2660af,milt jackson,Milt Jackson,Evidence,,0.9006303624212075,
10,eb3dccf810df2d1f98126dc771b5b11b,freddie hubbard,Freddie Hubbard,Weaver Of Dreams,,0.8456907942411855,
11,e16ad320afe7b144d7781bb6c197ea88,herbie hancock,Herbie Hancock,Little One,,0.9372025449733794,
12,8061f62e4029a7aa8945e56dce7eeb22,charles mingus,Charles Mingus,Self-Portrait In Three Colors,,0.8785407873551392,
13,7ce64a513179639ed7a8c3b89cce1829,joe henderson,Joe Henderson,Recorda-Me,,0.9208211160155102,
14,ba1cb74158fd2157f97e9305aaa9c1b5,bill evans,Bill Evans,On a Clear Day (You Can See Forever) (Alternative Take),,0.8520628019843423,
15,9fb6e640679ad031b44f09fa5475d8b5,bobby timmons,Bobby Timmons,You Don't Know What Love Is,,0.8308300132794451,
16,5f931ab6304d27306e98f7e664d8dd27,bobby hutcherson,Bobby Hutcherson,Pastoral,,0.7936239251579548,
17,c8cc0768a20cfdd3a5ca2d91b84bf8f1,cecil taylor,Cecil Taylor,Tales (8 Whisps),,0.845299375790349,
18,d316213e54e7dd1b36ad3948908b7a5b,kenny dorham,Kenny Dorham,Lotus Flower,,0.7349602654826579,
19,366d166f1c0195f668331508e0ce1b10,lee morgan,Lee Morgan,Ceora,,0.7967122632409301,
20,f7036a390e56dc7f6696f31c9c5ba79d,john coltrane quartet,John Coltrane Quartet,Soul Eyes,,0.9035454839481184,
21,55b0dfa59f4adf06e64869fafd66055a,bill evans,Bill Evans,On a Clear Day (You Can See Forever) - alternative take,,0.8285655406014546,
22,feb47a07ed0f0f06fc22206ad3649bbe,mccoy tyner,McCoy Tyner,For Heaven's Sake,,0.9316403463769783,
23,0389590bd538409c536315667d674409,eric dolphy,Eric Dolphy,"Something Sweet, Something Tender",,0.8213504718965334,
24,556cf44df9e65a4a9f48424bcb83378b,pharoah sanders,Pharoah Sanders,Harvest Time,,0.8416860949977495,
25,4b8b16ce0a66169c4a5643794785a5df,john coltrane,John Coltrane,Russian Lullaby,,0.8540293521802338,
26,aad2d53558f58fcc97ac21b616a5836a,art blakey and the jazz messengers,Art Blakey and The Jazz Messengers,Moanin',,0.853300751776284,
27,caf9e807c03e0a463ef0611b66281c07,miles davis,Miles Davis,I Waited for You,,0.8041651325896199,
28,94b997003d3afb7c8fba46dec90d04c7,wayne shorter,Wayne Shorter,Face of the Deep,,0.8735852186312277,
29,5b3e03b9186a396af25b533614915077,andrew hill,Andrew Hill,Dedication,,0.7168898906210122,
