run_id,timestamp,mode,pipeline,seed_track_id,seed_artist,seed_title,playlist_length,random_seed,sonic_weight,genre_weight,genre_method,min_genre_similarity,genre_gate_mode,transition_floor,transition_gamma,hard_floor,center_transitions,alpha,beta,gamma,alpha_schedule,similarity_floor,max_pool_size,max_artist_fraction,min_gap,sonic_variant,edge_hybrid_mean,edge_hybrid_median,edge_hybrid_p10,edge_hybrid_min,edge_sonic_mean,edge_sonic_median,edge_sonic_p10,edge_sonic_min,edge_genre_mean,edge_genre_median,edge_genre_p10,edge_genre_min,edge_transition_mean,edge_transition_median,edge_transition_p10,edge_transition_min,tracks_below_genre_threshold,edges_with_very_low_genre,seed_sim_mean,seed_sim_min,unique_artists,max_artist_percentage,adjacency_violations,min_gap_violations,cap_violations,below_floor_count,below_similarity_floor,genre_gate_rejected,artist_cap_rejected,adjacency_rejected,min_gap_rejected,transition_floor_rejected,total_candidates_considered
20251216_040645_dynamic_5a363d4e,20251216_040645,dynamic,ds,5a363d4ef1cc05132b5577b93caddb96,jonny nash,Eternal Life,30,0,0.65,0.35,weighted_jaccard,0.3,hard,0.3,1.0,True,False,0.55,0.45,0.04,arc,0.3,1200,0.125,6,raw,0.5750692972400381,0.6042326200746214,0.40258006720758943,0.2571164272247138,0.9890717799755326,0.9910609749072854,0.98010269751587,0.951090897588625,0.5749379971931721,0.6020033359527588,0.2828822910785675,0.17142637073993683,0.990286049436165,0.9942914254484065,0.9795490427998751,0.9490152290596762,0,0,0.5892336539987035,0.2571164272247138,24,0.13333333333333333,0,0,0,0,32241,0,658,0,0,0,34099
